City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,abepura,-2.6333,140.5833,24.45,100,40,1.03,ID,1718241322
84,puerto baquerizo moreno,-0.9,-89.6,21.36,83,44,4.45,EC,1718241284
85,grytviken,-54.2811,-36.5092,-6.28,54,24,2.4,GS,1718241323
86,hithadhoo,-0.6,73.0833,28.44,70,100,1.23,MV,1718241324
87,dudinka,69.4058,86.1778,8.71,53,86,3.13,RU,1718241186
88,aalsmeer,52.2641,4.7653,11.76,87,20,2.57,NL,1718241325
89,priozersk,61.0393,30.1291,10.0,88,100,2.39,RU,1718241326
90,goundi,9.3627,17.366,26.37,72,92,1.07,TD,1718241326
91,sumbawa besar,-8.5,117.4333,28.82,60,1,1.78,ID,1718241327
92,birzebbuga,35.8258,14.5269,25.38,65,0,3.09,MT,1718241328
93,tamanrasset,22.785,5.5228,28.95,34,40,2.06,DZ,1718241328
94,egilsstadir,65.2653,-14.3948,7.95,76,40,5.14,IS,1718241329
95,san patricio,28.017,-97.5169,31.02,59,13,5.69,US,1718241330
96,san jose de jachal,-30.2406,-68.7469,23.16,9,47,7.41,AR,1718241330
97,vilyuchinsk,52.9306,158.4028,13.15,82,95,2.99,RU,1718241331
98,onguday,50.75,86.15,13.9,86,44,1.13,RU,1718241332
99,kargasok,59.0556,80.8572,17.2,78,46,3.13,RU,1718241333
100,petropavlovsk-kamchatsky,53.0452,158.6483,11.33,90,75,4.47,RU,1718241074
101,tazovsky,67.4667,78.7,9.76,93,82,1.93,RU,1718241334
102,yuncheng,35.0231,110.9928,34.95,26,100,1.49,CN,1718241335
103,papatowai,-46.5619,169.4708,7.38,79,100,1.77,NZ,1718241335
104,pacific grove,36.6177,-121.9166,17.44,86,100,3.6,US,1718241336
105,cooper's town,26.8667,-77.5167,26.2,83,100,7.42,BS,1718241071
106,at taraf,25.3628,49.725,31.3,21,3,3.0,SA,1718241337
107,vilyeyka,54.4896,26.9062,10.77,84,99,2.06,BY,1718241338
108,ilulissat,69.2167,-51.1,0.14,99,100,4.29,GL,1718241338
109,ugoofaaru,5.6667,73.0,28.41,78,100,5.76,MV,1718241339
110,st. john's,47.5649,-52.7093,13.66,91,100,10.8,CA,1718241116
111,kruisfontein,-34.0033,24.7314,10.49,77,0,3.23,ZA,1718241340
112,zeya,53.75,127.2667,21.94,36,11,1.33,RU,1718241341
113,port lincoln,-34.7333,135.8667,13.98,84,100,4.58,AU,1718241342
114,saint-philippe,-21.3585,55.7679,26.77,87,100,9.75,RE,1718241342
115,tual,-5.6667,132.75,26.61,75,92,7.93,ID,1718241343
116,hilo,19.7297,-155.09,29.6,76,40,4.63,US,1718241080
117,ramnagar,29.4,79.1167,30.62,17,3,2.12,IN,1718241344
118,"laikit, laikit ii (dimembe)",1.4792,124.9735,29.47,62,20,4.12,ID,1718241344
119,baise city,23.8997,106.6133,27.43,92,100,1.09,CN,1718241345
120,bredasdorp,-34.5322,20.0403,11.53,89,12,1.15,ZA,1718241346
121,lavaur,43.6985,1.8186,13.03,94,5,2.82,FR,1718241346
122,gonabad,34.3529,58.6837,25.91,25,0,3.29,IR,1718241347
123,hiranagar,32.45,75.2667,31.62,21,0,2.25,IN,1718241347
124,longyearbyen,78.2186,15.6401,2.91,81,75,7.2,SJ,1718241348
125,sola,-13.8833,167.55,26.7,77,3,1.48,VU,1718241349
126,fale old settlement,-9.3852,-171.2468,29.08,73,27,4.59,TK,1718241350
127,dryden,49.7833,-92.7503,18.16,59,0,2.57,CA,1718241351
128,dwarka,22.2394,68.9678,29.5,70,68,7.35,IN,1718241351
129,guozhen,34.3659,107.359,33.67,24,99,1.62,CN,1718241352
130,chibougamau,49.9168,-74.3659,17.79,63,0,4.12,CA,1718241353
131,ahus,55.9167,14.2833,9.44,94,77,2.06,SE,1718241353
132,bikenibeu village,1.3673,173.1241,31.98,66,20,4.63,KI,1718241354
133,pitimbu,-7.4706,-34.8086,24.33,82,46,5.36,BR,1718241355
134,jianshui,23.6363,102.8264,22.54,87,100,2.8,CN,1718241355
135,santa isabel,-23.3156,-46.2214,19.42,65,0,1.03,BR,1718241356
136,adrar,20.5022,-10.0711,29.71,17,3,6.54,MR,1718241357
137,dickinson,29.4608,-95.0513,28.97,85,75,0.0,US,1718241357
138,anaconda,46.1285,-112.9423,23.55,21,0,5.23,US,1718241339
139,ironwood,46.4547,-90.171,22.45,64,75,6.69,US,1718241359
140,santa elena de uairen,4.6167,-61.1333,19.97,94,99,1.19,VE,1718241360
141,stettler,52.3168,-112.7186,12.08,79,93,8.32,CA,1718241360
142,lionel town,17.8101,-77.2406,27.72,91,100,5.17,JM,1718241361
143,atafu village,-8.5421,-172.5159,28.87,74,99,3.51,TK,1718241362
144,kerikeri,-35.2268,173.9474,17.73,84,100,4.02,NZ,1718241363
145,marti,22.9475,-80.9203,27.74,78,100,3.32,CU,1718241363
146,luderitz,-26.6481,15.1594,16.31,54,0,2.79,NA,1718241364
147,east ballina,-28.8667,153.5833,18.22,59,63,6.15,AU,1718241364
148,la cruz,23.9167,-106.9,27.73,74,0,3.34,MX,1718241365
149,novaya ladoga,60.1025,32.3019,9.37,88,91,1.26,RU,1718241365
150,cockburn town,21.4612,-71.1419,27.48,82,99,9.24,TC,1718241366
151,vuktyl,63.8567,57.3094,15.62,94,99,1.79,RU,1718241367
152,tiksi,71.6872,128.8694,7.83,60,100,2.85,RU,1718241130
153,crane,31.3974,-102.3501,34.27,28,0,4.05,US,1718241295
154,kone,-21.0595,164.8658,24.0,53,24,3.89,NC,1718241368
155,manicore,-5.8092,-61.3003,25.83,77,42,0.72,BR,1718241369
156,taltal,-25.4,-70.4833,14.98,88,33,1.38,CL,1718241369
157,remire-montjoly,4.9167,-52.2667,26.02,94,20,0.0,GF,1718241370
158,benque viejo el carmen,17.075,-89.1392,31.01,79,75,0.0,BZ,1718241370
159,greenville,35.6127,-77.3663,25.97,64,0,3.09,US,1718241371
160,songea,-10.6833,35.65,10.81,76,21,1.2,TZ,1718241371
161,ad darb,17.7229,42.2526,28.87,82,0,3.21,SA,1718241372
162,howrah,22.5892,88.3103,30.0,89,40,4.12,IN,1718241373
163,manokwari,-0.8667,134.0833,26.83,80,100,0.71,ID,1718241373
164,hasaki,35.7333,140.8333,24.05,76,100,2.0,JP,1718241374
165,tahoua,14.8888,5.2692,32.81,36,3,1.71,NE,1718241374
166,uturoa,-16.7333,-151.4333,26.09,67,30,7.68,PF,1718241375
167,ostersund,63.1792,14.6357,7.25,77,39,1.54,SE,1718241375
168,labrador city,52.9463,-66.9114,18.95,59,75,3.09,CA,1718241376
169,palikir - national government center,6.9248,158.1611,30.47,74,100,4.12,FM,1718241376
170,oltinko'l,40.8011,72.1634,25.44,41,9,0.97,UZ,1718241377
171,san antonio de pale,-1.4014,5.6325,25.06,80,100,3.99,GQ,1718241377
172,la passe,45.5549,-0.8967,13.32,85,0,2.53,FR,1718241378
173,nagqu,31.5,92.0,7.91,64,13,3.14,CN,1718241378
174,lihue,21.9789,-159.3672,30.58,73,75,6.69,US,1718241379
175,ishikawa,26.4233,127.8214,26.69,100,100,7.72,JP,1718241379
176,ust-nera,64.5667,143.2,17.92,33,98,0.47,RU,1718241380
177,haiku-pauwela,20.9219,-156.3051,27.34,72,40,10.8,US,1718241380
178,las vegas,36.175,-115.1372,41.72,6,0,8.75,US,1718241217
179,rach gia,10.0167,105.0833,29.76,73,81,8.93,VN,1718241381
180,saint-pierre,-21.3393,55.4781,26.82,50,100,6.17,RE,1718241382
181,revda,56.801,59.9303,18.57,88,5,2.44,RU,1718241382
182,mount pleasant,32.7941,-79.8626,27.08,78,0,4.12,US,1718241309
183,avarua,-21.2078,-159.775,26.03,65,20,6.69,CK,1718241383
184,vilyuysk,63.7553,121.6247,18.89,36,100,1.79,RU,1718241384
185,tonghae,37.5439,129.1069,25.27,58,71,1.77,KR,1718241384
186,karratha,-20.7377,116.8463,23.52,47,0,1.94,AU,1718241385
187,shaowu,27.3409,117.4831,26.08,94,83,0.9,CN,1718241385
188,peniche,39.3558,-9.3811,15.62,89,82,7.58,PT,1718241281
189,okoneshnikovo,54.8377,75.0834,16.57,89,95,4.24,RU,1718241386
190,kedrovyy,56.1667,91.8167,19.23,57,78,0.87,RU,1718241387
191,keflavik,64.0049,-22.5624,10.95,87,100,15.43,IS,1718241387
192,alofi,-19.0595,-169.9187,26.94,83,10,3.09,NU,1718241388
193,quevedo,-1.0333,-79.45,25.95,79,97,1.26,EC,1718241388
194,isafjordur,66.0755,-23.124,8.32,73,94,2.03,IS,1718241224
195,qaqortoq,60.7167,-46.0333,4.31,69,0,6.72,GL,1718241389
196,port elizabeth,-33.918,25.5701,14.62,76,0,2.68,ZA,1718241389
197,weno,7.4515,151.8468,25.97,94,100,2.57,FM,1718241390
198,hizan,38.2257,42.4278,17.04,54,8,3.43,TR,1718241390
199,kodiak,57.79,-152.4072,9.73,76,75,4.63,US,1718241391
200,acarau,-2.8856,-40.12,25.37,85,97,5.73,BR,1718241391
201,la'ie,21.6477,-157.9253,29.98,79,6,4.02,US,1718241392
202,joao pessoa,-7.115,-34.8631,24.13,94,20,2.06,BR,1718241278
203,grand falls-windsor,48.9332,-55.6649,14.17,93,100,2.83,CA,1718241243
204,kulhudhuffushi,6.6221,73.07,28.7,78,100,6.47,MV,1718241393
205,kapa'a,22.0752,-159.319,30.99,79,75,6.69,US,1718241394
206,chulakkurgan,43.765,69.1814,18.84,43,0,3.76,KZ,1718241394
207,kindu,-2.95,25.95,20.36,83,41,1.12,CD,1718241395
208,chonchi,-42.6128,-73.8092,10.62,93,100,3.69,CL,1718241395
209,aasiaat,68.7098,-52.8699,0.63,95,99,5.93,GL,1718241395
210,richards bay,-28.783,32.0377,16.15,57,0,3.37,ZA,1718241396
211,bahia honda,22.9036,-83.1592,27.24,87,100,2.43,CU,1718241396
212,monrovia,6.3005,-10.7969,25.87,83,100,4.02,LR,1718241397
213,vorgashor,67.5833,63.95,7.67,99,88,1.73,RU,1718241397
214,lebu,-37.6167,-73.65,13.75,88,92,10.75,CL,1718241398
215,alo,7.4178,6.7371,24.02,95,98,1.56,NG,1718241398
216,udachny,66.4167,112.4,23.58,31,99,5.63,RU,1718241399
217,cabo san lucas,22.8909,-109.9124,28.17,61,0,3.58,MX,1718241399
218,marsa alam,25.0757,34.8918,31.03,28,0,4.05,EG,1718241370
219,tommot,58.9564,126.2925,20.67,51,94,0.81,RU,1718241400
220,muisne,0.6,-80.0333,24.72,88,89,3.27,EC,1718241370
221,al mijlad,11.0333,27.7333,30.43,47,100,5.03,SD,1718241401
222,dawei,14.0833,98.2,27.23,87,100,2.45,MM,1718241402
223,luba,3.4568,8.5547,24.94,86,44,2.36,GQ,1718241402
224,daru,-9.0763,143.2092,25.79,79,100,5.52,PG,1718241403
225,pimentel,-6.8367,-79.9342,19.16,82,75,7.2,PE,1718241403
226,anna regina,7.2644,-58.5077,25.3,89,100,3.27,GY,1718241404
227,port saint john's,-31.6229,29.5448,17.52,72,30,2.46,ZA,1718241404
228,yeppoon,-23.1333,150.7333,22.92,42,0,3.39,AU,1718241405
229,namsos,64.4662,11.4957,6.03,93,75,3.09,NO,1718241405
230,cassilandia,-19.1133,-51.7342,19.81,43,0,0.8,BR,1718241405
231,lompoc,34.6391,-120.4579,25.01,83,100,3.6,US,1718241164
232,taoudenni,22.6783,-3.9836,35.91,12,2,6.49,ML,1718241406
233,rabo de peixe,37.8,-25.5833,17.77,99,20,0.0,PT,1718241407
234,fort bragg,35.139,-79.006,26.75,68,100,1.79,US,1718241407
235,polyarnyy,69.1989,33.4478,5.47,80,100,3.83,RU,1718241408
236,namibe,-15.1961,12.1522,19.0,77,9,0.33,AO,1718241409
237,kayangel,8.0823,134.7173,28.5,77,100,4.17,PW,1718241409
238,artesia,33.8658,-118.0831,30.95,69,0,4.12,US,1718241289
239,susuman,62.7833,148.1667,15.55,32,88,0.89,RU,1718241196
240,dubuque,42.4833,-90.8668,23.9,67,0,1.54,US,1718241411
241,tolanaro,-25.0319,46.9987,19.04,94,75,5.14,MG,1718241411
242,kirs,59.3388,52.2447,17.86,97,100,2.16,RU,1718241411
243,palmer,42.1584,-72.3287,21.75,61,75,3.09,US,1718241412
244,bellary,15.15,76.9333,23.93,83,100,4.53,IN,1718241412
245,loyew,51.9458,30.7953,12.37,94,100,4.16,BY,1718241413
246,suntar,62.1444,117.6319,22.95,49,64,0.5,RU,1718241414
247,thompson,55.7435,-97.8558,17.09,45,75,5.14,CA,1718241207
248,uthai thani,15.3833,99.55,27.02,74,100,1.1,TH,1718241415
249,enewetak,11.3474,162.3373,28.1,83,11,9.9,MH,1718241416
250,concepcion,-36.827,-73.0498,12.89,100,100,6.17,CL,1718241416
251,san julian,21.0167,-102.1667,27.89,24,47,8.21,MX,1718241417
252,balqash,46.8481,74.995,16.65,63,2,4.03,KZ,1718241418
253,pisco,-13.7,-76.2167,18.03,88,100,4.12,PE,1718241418
254,cabedelo,-6.9811,-34.8339,24.37,83,63,5.24,BR,1718241419
255,carutapera,-1.195,-46.02,24.59,93,99,2.62,BR,1718241420
256,qamdo,31.1667,97.2333,9.91,69,79,1.8,CN,1718241421
257,flying fish cove,-10.4217,105.6791,26.82,78,75,5.14,CX,1718241423
258,thunder bay,48.4001,-89.3168,15.99,77,40,2.57,CA,1718241285
259,kargat,55.1956,80.2811,15.74,88,100,2.79,RU,1718241424
260,san-pedro,4.7485,-6.6363,25.56,85,100,3.67,CI,1718241425
261,kloulklubed,7.0419,134.2556,30.28,75,100,2.5,PW,1718241426
262,patong,7.8961,98.2966,30.08,76,21,4.02,TH,1718241426
263,palopo,-2.9996,120.1921,26.58,80,96,0.93,ID,1718241427
264,bardai,11.65,7.2333,25.86,62,6,2.77,NG,1718241428
265,acu,-5.5767,-36.9086,25.28,67,49,4.57,BR,1718241430
266,bel ombre,-4.6167,55.4167,25.91,83,20,2.57,SC,1718241431
267,yamba,-5.9,22.3,21.15,58,100,1.46,CD,1718241432
268,usogorsk,63.4106,48.6872,17.04,68,94,1.33,RU,1718241433
269,magadan,59.5667,150.8,15.85,69,0,2.16,RU,1718241434
270,paita,-5.0892,-81.1144,19.15,89,69,5.5,PE,1718241434
271,ayr,55.4627,-4.6339,7.95,87,100,2.57,GB,1718241435
272,klyuchi,52.2667,79.1667,17.04,72,5,0.45,RU,1718241436
273,midvagur,62.0511,-7.1939,8.46,93,100,1.54,FO,1718241437
274,brindisi,40.5833,17.6667,25.24,61,100,1.12,IT,1718241438
275,east london,-33.0153,27.9116,15.47,61,0,3.8,ZA,1718241439
276,rongelap,11.1635,166.8941,28.04,82,100,10.15,MH,1718241440
277,korla,41.7597,86.1469,25.75,34,13,7.0,CN,1718241440
278,pieve di soligo,45.9025,12.1772,15.12,95,100,2.45,IT,1718241441
279,oranjemund,-28.55,16.4333,13.14,74,0,2.18,NA,1718241442
280,loukhi,66.0764,33.0381,10.01,81,53,1.32,RU,1718241443
281,nizhniy lomov,53.5304,43.6766,17.68,84,0,3.93,RU,1718241444
282,gerash,27.6652,54.1371,25.08,16,0,1.37,IR,1718241445
283,iskateley,67.6803,53.1512,11.12,95,100,1.79,RU,1718241446
284,donduseni,48.2427,27.6101,15.65,72,93,2.42,MD,1718241446
285,codrington,-38.2667,141.9667,11.35,66,100,2.05,AU,1718241447
286,ta`u,-14.2336,-169.5144,27.57,82,100,7.53,AS,1718241448
287,merritt island,28.5392,-80.672,27.8,89,40,5.14,US,1718241342
288,tura,25.5198,90.2201,25.47,95,100,2.47,IN,1718241449
289,bodaybo,57.8506,114.1933,20.42,61,24,0.66,RU,1718241450
290,bridlington,54.0831,-0.1919,8.27,85,36,1.34,GB,1718241450
291,kisangani,0.5167,25.2,21.4,97,98,0.51,CD,1718241451
292,jaltocan,21.15,-98.5333,31.73,47,100,5.0,MX,1718241452
293,kristiansund,63.1115,7.732,7.85,91,100,1.03,NO,1718241453
294,west island,-12.1568,96.8225,25.99,94,100,2.06,CC,1718241454
295,kiunga,-6.1219,141.2906,24.61,90,100,1.81,PG,1718241455
296,valparaiso,-33.0393,-71.6273,15.8,72,100,7.2,CL,1718241389
297,thinadhoo,0.5333,72.9333,28.52,72,100,2.38,MV,1718241457
298,vorkuta,67.5,64.0,7.84,99,83,0.89,RU,1718241457
299,guarapari,-20.6667,-40.4975,19.6,84,0,2.46,BR,1718241458
300,nouadhibou,20.931,-17.0347,20.99,73,2,9.77,MR,1718241459
301,mount gambier,-37.8333,140.7667,10.78,64,100,1.74,AU,1718241460
302,frenda,35.0654,1.0495,13.43,78,7,2.29,DZ,1718241461
303,yuzhno-kurilsk,44.0306,145.8556,12.43,99,100,2.69,RU,1718241462
304,le vauclin,14.5452,-60.8388,29.03,74,40,5.14,MQ,1718241462
305,tchibanga,-2.85,11.0333,20.55,92,11,0.64,GA,1718241463
306,juneau,58.3019,-134.4197,16.0,100,75,4.12,US,1718241464
307,bafoulabe,13.8065,-10.8321,31.38,46,100,4.57,ML,1718241465
308,puerto ayora,-0.7393,-90.3518,21.97,93,20,3.83,EC,1718241466
309,bethanie,-26.4833,17.15,13.52,48,0,1.48,NA,1718241467
310,zheleznodorozhnyy,55.7503,38.0042,19.23,91,100,1.79,RU,1718241468
311,villarejo de salvanes,40.1666,-3.2728,14.57,57,0,2.92,ES,1718241469
312,alice springs,-23.7,133.8833,19.75,40,0,0.51,AU,1718241470
313,marica,-22.9194,-42.8186,22.95,84,0,3.12,BR,1718241301
314,wellington,-41.2866,174.7756,12.81,68,99,7.2,NZ,1718241444
315,the dalles,45.5946,-121.1787,26.74,26,0,12.07,US,1718241473
316,taro,-8.3862,115.28,22.0,79,78,1.13,ID,1718241474
317,celestun,20.8667,-90.4,29.01,80,100,4.13,MX,1718241475
318,saldanha,-33.0117,17.9442,8.03,86,0,2.39,ZA,1718241475
319,gavrilov posad,56.5597,40.1175,17.72,97,85,2.71,RU,1718241476
320,sandnessjoen,66.0217,12.6316,5.29,76,11,3.22,NO,1718241477
321,whitecourt,54.1502,-115.6855,13.58,76,100,3.6,CA,1718241478
322,tindouf,27.6711,-8.1474,19.25,63,0,8.23,DZ,1718241479
323,aioun,16.6614,-9.6149,32.12,42,7,6.79,MR,1718241480
324,sinabang,2.4803,96.3801,27.8,79,29,2.18,ID,1718241481
325,luganville,-15.5333,167.1667,25.63,83,80,4.68,VU,1718241481
326,laguna,38.421,-121.4238,36.92,43,0,6.69,US,1718241482
327,mwandiga,-4.83,29.6581,21.13,74,0,1.26,TZ,1718241483
328,laojunmiao,39.8333,97.7333,21.92,28,53,1.21,CN,1718241484
329,lorengau,-2.0226,147.2712,26.75,84,100,2.44,PG,1718241485
330,bandarbeyla,9.4942,50.8122,26.26,73,6,9.86,SO,1718241485
331,yemetsk,63.4721,41.7941,13.08,94,100,1.08,RU,1718241486
332,labuan,5.2767,115.2417,29.2,84,20,1.03,MY,1718241487
333,moyale,3.5167,39.0584,19.29,75,80,3.55,KE,1718241488
334,pasuquin,18.3328,120.6177,31.97,70,20,4.12,PH,1718241488
335,anzio,41.4853,12.6179,20.54,71,0,3.37,IT,1718241489
336,brewton,31.1052,-87.0722,27.34,74,100,0.98,US,1718241238
337,kingston,17.997,-76.7936,27.31,86,100,2.4,JM,1718241490
338,kapuskasing,49.4169,-82.4331,22.0,46,75,8.75,CA,1718241491
339,happy valley-goose bay,53.3168,-60.3315,18.17,63,40,2.57,CA,1718241310
340,callao,-12.0667,-77.15,19.29,82,100,3.6,PE,1718241493
341,caraballeda,10.6112,-66.8522,28.54,78,20,1.03,VE,1718241494
342,acapulco de juarez,16.8634,-99.8901,28.9,74,100,2.57,MX,1718241424
343,kununurra,-15.7667,128.7333,27.99,26,6,5.66,AU,1718241338
344,maceio,-9.6658,-35.7353,24.69,88,75,1.03,BR,1718241243
345,adalar,40.876,29.0947,24.69,88,0,4.63,TR,1718241497
346,olenino,56.2092,33.4889,12.3,90,100,1.85,RU,1718241498
347,sao paulo de olivenca,-3.3783,-68.8725,23.06,99,100,1.33,BR,1718241499
348,guanica,17.9716,-66.908,29.1,82,63,4.5,PR,1718241500
349,agat village,13.3886,144.6585,31.31,78,75,4.63,GU,1718241501
350,caleta de carquin,-11.0925,-77.6267,18.1,83,48,3.78,PE,1718241501
351,meadow lakes,61.6247,-149.6011,12.28,83,100,0.45,US,1718241502
352,hotan,37.0997,79.9269,26.23,23,39,2.59,CN,1718241503
353,otjimbingwe,-22.35,16.1333,15.11,31,44,3.15,NA,1718241505
354,el nido,11.1858,119.3956,29.5,74,100,1.1,PH,1718241505
355,kourou,5.1552,-52.6478,26.03,94,100,2.02,GF,1718241506
356,nantucket,41.2835,-70.0995,18.89,94,0,4.63,US,1718241507
357,severo-yeniseyskiy,60.3725,93.0408,18.65,65,38,0.45,RU,1718241507
358,healesville,-37.65,145.5167,10.84,97,100,0.89,AU,1718241508
359,lodwar,3.1191,35.5973,27.66,47,39,5.25,KE,1718241509
360,nagtipunan,16.2167,121.6,29.89,61,11,1.22,PH,1718241509
361,puigcerda,42.4316,1.9282,7.64,92,13,2.54,ES,1718241510
362,mahibadhoo,3.7833,72.9667,28.5,75,99,4.27,MV,1718241511
363,gwadar,25.1216,62.3254,28.55,87,24,4.32,PK,1718241511
364,shakawe,-18.3667,21.85,8.73,46,3,2.31,BW,1718241512
365,nadi,-17.8,177.4167,32.0,51,20,6.17,FJ,1718241513
